state,state_abbr,fiscal_year,program_category,expenditure_category,expenditure_amount,federal_share,state_share,total_computable_expenditure,source_file,source_url,source_type,notes,date_accessed,review_status
Alabama,AL,2019,CHIP,Total,242908069,242908069,0,242908069,FY 2019 CHIP NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2019.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Michigan,MI,2023,Medicaid Program,Total VIII Group,6615541273,5875760547,5856265450,6615541273,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Michigan,MI,2023,Medicaid Program,Total COVID19 Section 6004,0,0,0,0,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Michigan,MI,2023,Medicaid Program,Total COVID19 Section 6008,23366886824,17781953736,16941034373,23366886824,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Michigan,MI,2023,Medicaid Program,Total COVID19 Expenditures Sec 6004 and 6008,23366886824,17781953736,16941034373,23366886824,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Minnesota,MN,2023,Medicaid Program,Total Net Expenditures,18315485685,11669860267,10975874245,18315485685,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Minnesota,MN,2023,Medicaid Program,Total Newly Eligible,3626596382,3284704912,3284704912,3626596382,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Minnesota,MN,2023,Medicaid Program,Total Not Newly,0,0,0,0,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Minnesota,MN,2023,Medicaid Program,Total VIII Group,3626596382,3284704912,3284704912,3626596382,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Minnesota,MN,2023,Medicaid Program,Total COVID19 Section 6004,204360,204360,0,204360,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Minnesota,MN,2023,Medicaid Program,Total COVID19 Section 6008,18316720440,11734838019,11040851997,18316720440,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Minnesota,MN,2023,Medicaid Program,Total COVID19 Expenditures Sec 6004 and 6008,18316924800,11735042379,11040851997,18316924800,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Mississippi,MS,2023,Medicaid Program,Total Net Expenditures,6324317586,5220083464,4925117033,6324317586,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Mississippi,MS,2023,Medicaid Program,Total Newly Eligible,0,0,0,0,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Mississippi,MS,2023,Medicaid Program,Total Not Newly,0,0,0,0,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Mississippi,MS,2023,Medicaid Program,Total VIII Group,0,0,0,0,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Mississippi,MS,2023,Medicaid Program,Total COVID19 Section 6004,0,0,0,0,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Mississippi,MS,2023,Medicaid Program,Total COVID19 Section 6008,6409923693,5292847587,4997881156,6409923693,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Mississippi,MS,2023,Medicaid Program,Total COVID19 Expenditures Sec 6004 and 6008,6409923693,5292847587,4997881156,6409923693,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Missouri,MO,2023,Medicaid Program,Total Net Expenditures,15864615465,12455873461,11844863426,15864615465,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Missouri,MO,2023,Medicaid Program,Total Newly Eligible,2815967559,2534039270,2534039270,2815967559,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Missouri,MO,2023,Medicaid Program,Total Not Newly,0,0,0,0,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Missouri,MO,2023,Medicaid Program,Total VIII Group,2815967559,2534039270,2534039270,2815967559,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Missouri,MO,2023,Medicaid Program,Total COVID19 Section 6004,0,0,0,0,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Missouri,MO,2023,Medicaid Program,Total COVID19 Section 6008,16102308647,12644967904,12033957869,16102308647,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Missouri,MO,2023,Medicaid Program,Total COVID19 Expenditures Sec 6004 and 6008,16102308647,12644967904,12033957869,16102308647,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
Montana,MT,2023,Medicaid Program,Total Net Expenditures,2338762637,1869525683,1808868135,2338762637,FY 2023 FMR NET EXPENDITURES.xlsx,https://www.medicaid.gov/medicaid/financial-management/downloads/financial-management-report-fy2023.zip,Medicaid.gov MBES/CBES Financial Management Report Excel,Review candidate extracted from official MBES/CBES state worksheet total row. Fiscal-year financial reporting value; not monthly enrollment; payment-basis reporting and prior-period adjustments may apply.,2026-06-22,needs_review
