state_abbreviation,state_name,reporting_month,flag_type,flag_description,metric_name,metric_value,comparison_value,interpretation_note
WI,Wisconsin,2023-09-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-24440.000000,1144.600000,Review flag only; this does not identify a cause or indicate performance.
WI,Wisconsin,2023-10-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,20896.000000,15220.666667,"Review flag only; applications are descriptive operational indicators, not performance scores."
WI,Wisconsin,2023-10-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,14750.000000,11483.333333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
WI,Wisconsin,2023-11-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,15450.000000,11853.916667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
WI,Wisconsin,2023-12-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,17609.000000,12203.250000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
WI,Wisconsin,2024-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,23985.000000,16768.750000,"Review flag only; applications are descriptive operational indicators, not performance scores."
WI,Wisconsin,2024-01-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,20265.000000,12488.083333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
WI,Wisconsin,2024-03-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-30589.000000,1144.600000,Review flag only; this does not identify a cause or indicate performance.
WI,Wisconsin,2024-12-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,20272.000000,16499.500000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
WI,Wisconsin,2025-01-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,26643.000000,22773.916667,"Review flag only; applications are descriptive operational indicators, not performance scores."
WI,Wisconsin,2025-01-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,22339.000000,16721.416667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
WI,Wisconsin,2026-01-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,21451.000000,16879.916667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
WI,Wisconsin,2026-02-01,high_missingness_caution,State has elevated missingness across preserved dashboard fields.,missingness_percent,15.700000,10.000000,"Review flag only; missingness should guide caution, not state performance labeling."
WI,Wisconsin,2026-02-01,latest_month_preliminary_reporting_caution,Latest month is preliminary and may be revised in later source updates.,latest_month_preliminary_status,,,Review flag only; preliminary reporting affects interpretation of the latest month.
WV,West Virginia,2021-12-01,large_applications_spike,Applications submitted are above this state's recent monthly pattern.,total_applications_for_financial_assistance_submitted_at_state_level,18447.000000,13347.500000,"Review flag only; applications are descriptive operational indicators, not performance scores."
WV,West Virginia,2021-12-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,11198.000000,5374.500000,"Review flag only; determinations are descriptive operational indicators, not performance scores."
WV,West Virginia,2023-05-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,6884.000000,4413.333333,"Review flag only; determinations are descriptive operational indicators, not performance scores."
WV,West Virginia,2023-05-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-18876.000000,-404.705882,Review flag only; this does not identify a cause or indicate performance.
WV,West Virginia,2023-06-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,7596.000000,4645.916667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
WV,West Virginia,2023-06-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-22719.000000,-404.705882,Review flag only; this does not identify a cause or indicate performance.
WV,West Virginia,2023-07-01,large_determinations_spike,Eligibility determinations are above this state's recent monthly pattern.,total_medicaid_and_chip_determinations,8365.000000,4904.166667,"Review flag only; determinations are descriptive operational indicators, not performance scores."
WV,West Virginia,2023-07-01,large_month_over_month_enrollment_change,Monthly enrollment change differs from this state's historical monthly pattern.,monthly_total_medicaid_chip_enrollment_change,-13075.000000,-404.705882,Review flag only; this does not identify a cause or indicate performance.
